SOLUTION
3 n050w8

ASSIGNMENTS = 212
HN_0 Mon Late HeadNurse
HN_0 Tue Late Nurse
HN_0 Wed Late Nurse
HN_0 Thu Late Nurse
HN_0 Fri Late Nurse
HN_1 Mon Day Nurse
HN_1 Tue Day HeadNurse
HN_1 Fri Night Nurse
HN_1 Sat Night Nurse
HN_1 Sun Night HeadNurse
HN_2 Mon Late Nurse
HN_2 Tue Late Nurse
HN_2 Wed Late Nurse
HN_3 Mon Early Nurse
HN_3 Tue Early HeadNurse
HN_3 Wed Early HeadNurse
HN_3 Thu Day HeadNurse
HN_3 Fri Day Nurse
HN_4 Mon Night Nurse
HN_4 Tue Night Nurse
HN_4 Wed Night Nurse
HN_5 Thu Early HeadNurse
HN_5 Fri Early Nurse
HN_5 Sat Day HeadNurse
HN_5 Sun Day Nurse
NU_6 Mon Late Nurse
NU_6 Tue Late Nurse
NU_6 Wed Late Caretaker
NU_6 Thu Late Nurse
NU_6 Fri Late Nurse
NU_7 Mon Day Nurse
NU_7 Tue Day Nurse
NU_7 Wed Day Nurse
NU_7 Thu Early Nurse
NU_7 Fri Early Nurse
NU_8 Wed Late Caretaker
NU_8 Thu Late Nurse
NU_8 Fri Late Nurse
NU_9 Mon Night Nurse
NU_9 Tue Night Caretaker
NU_9 Wed Night Nurse
NU_9 Thu Night Nurse
NU_9 Fri Night Nurse
NU_10 Wed Night Caretaker
NU_10 Thu Night Nurse
NU_10 Fri Night Nurse
NU_10 Sat Night Nurse
NU_10 Sun Night Nurse
NU_11 Mon Late Caretaker
NU_11 Tue Late Caretaker
NU_11 Wed Late Caretaker
NU_11 Thu Late Caretaker
NU_11 Fri Late Nurse
NU_12 Mon Night Nurse
NU_12 Tue Night Caretaker
NU_12 Wed Night Caretaker
NU_12 Thu Night Caretaker
NU_12 Fri Night Caretaker
NU_13 Tue Early Nurse
NU_13 Wed Early Nurse
NU_13 Thu Early Nurse
NU_14 Mon Night Caretaker
NU_14 Fri Late Caretaker
NU_14 Sat Late Nurse
NU_14 Sun Late Nurse
NU_15 Tue Day Nurse
NU_15 Wed Day Nurse
NU_15 Thu Day Nurse
NU_15 Fri Day Nurse
NU_16 Wed Night Caretaker
NU_16 Thu Night Caretaker
NU_16 Fri Night Caretaker
NU_16 Sat Night Caretaker
NU_16 Sun Night Caretaker
NU_17 Tue Day Nurse
NU_17 Wed Day Nurse
NU_17 Thu Day Nurse
NU_18 Mon Day Caretaker
NU_18 Tue Day Caretaker
NU_18 Wed Day Nurse
NU_18 Thu Day Nurse
NU_19 Mon Early Nurse
