SOLUTION
1 n050w8

ASSIGNMENTS = 219
HN_0 Mon Night Nurse
HN_0 Tue Night Nurse
HN_0 Wed Night HeadNurse
HN_0 Thu Night Nurse
HN_0 Fri Night Nurse
HN_1 Mon Late HeadNurse
HN_1 Thu Early HeadNurse
HN_1 Fri Early Nurse
HN_1 Sat Early HeadNurse
HN_1 Sun Early Nurse
HN_2 Mon Day HeadNurse
HN_2 Fri Day Nurse
HN_2 Sat Day HeadNurse
HN_2 Sun Day HeadNurse
HN_3 Mon Early Nurse
HN_3 Tue Early HeadNurse
HN_4 Mon Night Nurse
HN_4 Fri Night Nurse
HN_4 Sat Night HeadNurse
HN_4 Sun Night Nurse
HN_5 Wed Day Nurse
HN_5 Thu Late HeadNurse
HN_5 Fri Late Nurse
NU_6 Mon Late Nurse
NU_6 Tue Late Nurse
NU_6 Wed Late Nurse
NU_6 Thu Late Nurse
NU_6 Fri Late Nurse
NU_7 Tue Early Nurse
NU_7 Wed Early Nurse
NU_7 Thu Early Nurse
NU_8 Mon Late Nurse
NU_8 Tue Late Nurse
NU_8 Wed Late Nurse
NU_8 Sat Late Nurse
NU_8 Sun Late Nurse
NU_9 Tue Night Nurse
NU_9 Wed Night Nurse
NU_9 Thu Night Nurse
NU_9 Fri Night Nurse
NU_10 Mon Late Caretaker
NU_10 Tue Late Nurse
NU_10 Fri Early Nurse
NU_10 Sat Early Nurse
NU_10 Sun Day Nurse
NU_11 Mon Early Nurse
NU_11 Tue Early Nurse
NU_11 Wed Day Nurse
NU_11 Thu Day Nurse
NU_11 Fri Day Nurse
NU_12 Mon Night Caretaker
NU_12 Tue Night Nurse
NU_12 Wed Night Nurse
NU_12 Thu Night Nurse
NU_12 Fri Night Caretaker
NU_13 Mon Late Caretaker
NU_13 Tue Late Caretaker
NU_13 Wed Late Nurse
NU_13 Thu Late Nurse
NU_14 Thu Day Nurse
NU_14 Fri Day Caretaker
NU_14 Sat Early Caretaker
NU_14 Sun Early Caretaker
NU_15 Wed Day Nurse
NU_15 Thu Day Nurse
NU_15 Fri Day Caretaker
NU_16 Mon Day Nurse
NU_16 Tue Day Nurse
NU_16 Wed Day Caretaker
NU_16 Thu Day Caretaker
NU_16 Fri Day Caretaker
NU_17 Mon Day Nurse
NU_17 Tue Day Nurse
NU_17 Wed Day Caretaker
NU_17 Thu Day Caretaker
NU_18 Mon Day Nurse
NU_18 Fri Day Caretaker
NU_18 Sat Day Nurse
NU_18 Sun Day Nurse
NU_19 Mon Day Caretaker
NU_19 Thu Early Nurse
NU_19 Fri Early Nurse
NU_19 Sat Early Caretaker
NU_19 Sun Late Nurse
NU_20 Mon Early Nurse
NU_20 Tue Early Caretaker
NU_20 Wed Early Nurse
NU_20 Thu Late Nurse
NU_20 Fri Late Nurse
NU_21 Mon Night Caretaker
NU_21 Thu Day Caretaker
NU_21 Fri Day Caretaker
NU_21 Sat Day Caretaker
NU_21 Sun Day Caretaker
NU_22 Mon Late Caretaker
NU_22 Thu Early Nurse
NU_22 Fri Early Caretaker
NU_22 Sat Late Caretaker
NU_22 Sun Late Caretaker
NU_23 Mon Day Caretaker
NU_23 Tue Day Nurse
NU_23 Wed Early Caretaker
NU_23 Thu Early Caretaker
NU_23 Fri Early Caretaker
NU_24 Thu Night Nurse
NU_24 Fri Night Caretaker
NU_24 Sat Night Nurse
NU_24 Sun Night Caretaker
NU_25 Mon Night Caretaker
NU_25 Tue Night Nurse
NU_25 Wed Night Caretaker
NU_25 Thu Night Caretaker
NU_25 Fri Night Caretaker
NU_26 Mon Day Caretaker
NU_26 Tue Day Caretaker
NU_26 Wed Early Caretaker
NU_26 Thu Early Caretaker
NU_26 Fri Early Caretaker
NU_27 Mon Late Caretaker
NU_27 Tue Late Caretaker
